english	translation	category	sub_category	source
Arceuus Spells - Members Only	Arceuus Spells – Csak tagoknak	interface	generalUI	skillGuide
Arceuus spells are unlocked in Arceuus.	Arceuus spells are unlocked in Arceuus.	interface	generalUI	skillGuide
Home teleport (Dark Altar)	Home teleport (Dark Altar)	interface	generalUI	skillGuide
Arceuus Library teleport	Arceuus Library teleport	interface	generalUI	skillGuide
Basic Reanimation	Basic Reanimation	interface	generalUI	skillGuide
Draynor Manor teleport	Draynor Manor teleport	interface	generalUI	skillGuide
Battlefront teleport	Battlefront teleport	interface	generalUI	skillGuide
Mind Altar teleport	Mind Altar teleport	interface	generalUI	skillGuide
Respawn teleport	Respawn teleport	interface	generalUI	skillGuide
Ghostly Grasp	Ghostly Grasp	interface	generalUI	skillGuide
Resurrect Lesser Ghost (After A Kingdom Divided)	Resurrect Lesser Ghost (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect Lesser Skeleton (After A Kingdom Divided)	Resurrect Lesser Skeleton (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect Lesser Zombie (After A Kingdom Divided)	Resurrect Lesser Zombie (After A Kingdom Divided)	interface	generalUI	skillGuide
Salve Graveyard teleport	Salve Graveyard teleport	interface	generalUI	skillGuide
Adept Reanimation	Adept Reanimation	interface	generalUI	skillGuide
Inferior Demonbane	Inferior Demonbane	interface	generalUI	skillGuide
Shadow Veil (After A Kingdom Divided)	Shadow Veil (After A Kingdom Divided)	interface	generalUI	skillGuide
Fenkenstrain's Castle teleport	Fenkenstrain's Castle teleport	interface	generalUI	skillGuide
Dark Lure (After A Kingdom Divided)	Dark Lure (After A Kingdom Divided)	interface	generalUI	skillGuide
Skeletal Grasp (After A Kingdom Divided)	Skeletal Grasp (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect Superior Ghost (After A Kingdom Divided)	Resurrect Superior Ghost (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect Superior Skeleton (After A Kingdom Divided)	Resurrect Superior Skeleton (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect Superior Zombie (After A Kingdom Divided)	Resurrect Superior Zombie (After A Kingdom Divided)	interface	generalUI	skillGuide
Mark of Darkness (After A Kingdom Divided)	Mark of Darkness (After A Kingdom Divided)	interface	generalUI	skillGuide
West Ardougne teleport	West Ardougne teleport	interface	generalUI	skillGuide
Superior Demonbane (After A Kingdom Divided)	Superior Demonbane (After A Kingdom Divided)	interface	generalUI	skillGuide
Lesser Corruption (After A Kingdom Divided)	Lesser Corruption (After A Kingdom Divided)	interface	generalUI	skillGuide
Harmony Island teleport	Harmony Island teleport	interface	generalUI	skillGuide
Vile Vigour (After A Kingdom Divided)	Vile Vigour (After A Kingdom Divided)	interface	generalUI	skillGuide
Degrime (After A Kingdom Divided)	Degrime (After A Kingdom Divided)	interface	generalUI	skillGuide
Cemetery teleport	Cemetery teleport	interface	generalUI	skillGuide
Expert Reanimation	Expert Reanimation	interface	generalUI	skillGuide
Ward of Arceuus	Ward of Arceuus	interface	generalUI	skillGuide
Resurrect Greater Ghost (After A Kingdom Divided)	Resurrect Greater Ghost (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect Greater Skeleton (After A Kingdom Divided)	Resurrect Greater Skeleton (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect Greater Zombie (After A Kingdom Divided)	Resurrect Greater Zombie (After A Kingdom Divided)	interface	generalUI	skillGuide
Resurrect crops	Resurrect crops	interface	generalUI	skillGuide
Undead Grasp (After A Kingdom Divided)	Undead Grasp (After A Kingdom Divided)	interface	generalUI	skillGuide
Death Charge (After A Kingdom Divided)	Death Charge (After A Kingdom Divided)	interface	generalUI	skillGuide
Dark Demonbane (After A Kingdom Divided)	Dark Demonbane (After A Kingdom Divided)	interface	generalUI	skillGuide
Barrows teleport	Barrows teleport	interface	generalUI	skillGuide
Demonic Offering (After A Kingdom Divided)	Demonic Offering (After A Kingdom Divided)	interface	generalUI	skillGuide
Greater Corruption (After A Kingdom Divided)	Greater Corruption (After A Kingdom Divided)	interface	generalUI	skillGuide
Ape Atoll teleport	Ape Atoll teleport	interface	generalUI	skillGuide
Master Reanimation	Master Reanimation	interface	generalUI	skillGuide
Sinister Offering (After A Kingdom Divided)	Sinister Offering (After A Kingdom Divided)	interface	generalUI	skillGuide
Wizard boots	Wizard boots	interface	generalUI	skillGuide
Xerician armour (with <Num0> Defence)	Xerician armour (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Elder chaos druid robes	Elder chaos druid robes	interface	generalUI	skillGuide
Mystic robes (with <Num0> Defence)	Mystic robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Enchanted robes (with <Num0> Defence)	Enchanted robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Robes of darkness (with <Num0> Defence)	Robes of darkness (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Splitbark armour (with <Num0> Defence)	Splitbark armour (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Skeletal armour (after The Fremmenik Trials, with <Num0> Defence)		interface	generalUI	skillGuide
Infinity robes (with <Num0> Defence)	Infinity robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Swampbark armour (with <Num0> Defence)	Swampbark armour (<Num0> Defence szinttel)	interface	generalUI	skillGuide
God capes (after Mage Arena)	God capes (after Mage Arena)	interface	generalUI	skillGuide
Bloodbark armour (with <Num0> Defence)	Bloodbark armour (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Lunar armour (after Lunar Diplomacy, with <Num0> Defence)		interface	generalUI	skillGuide
<Num0>rd age robes (with <Num1> Defence)		interface	generalUI	skillGuide
Occult necklace	Occult necklace	interface	generalUI	skillGuide
Dagon'hai robes (with <Num0> Defence)	Dagon'hai robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Ahrims robes (with <Num0> Defence)	Ahrims robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Boots of brimstone (with <Num0> Defence and Ranged)	Boots of brimstone (<Num0> Defence and Ranged szinttel)	interface	generalUI	skillGuide
Eternal boots (with <Num0> Defence)	Eternal boots (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Frostmoon robes (with <Num0> Defence)	Frostmoon robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Ancestral robes (with <Num0> Defence)	Ancestral robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Virtus robes (with <Num0> Defence)	Virtus robes (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Bolts - Members Only	Bolts – Csak tagoknak	interface	generalUI	skillGuide
Opal-tipped crossbow bolts <Num0> cosmic + <Num1> air runes		interface	generalUI	skillGuide
Sapphire-tipped crossbow bolts <Num0> cosmic + <Num1> water + <Num2> mind rune		interface	generalUI	skillGuide
Jade-tipped crossbow bolts <Num0> cosmic + <Num1> earth runes		interface	generalUI	skillGuide
Pearl-tipped crossbow bolts <Num0> cosmic + <Num1> water runes		interface	generalUI	skillGuide
Emerald-tipped crossbow bolts <Num0> cosmic + <Num1> air + <Num2> nature rune		interface	generalUI	skillGuide
Red topaz-tipped crossbow bolts <Num0> cosmic + <Num1> fire runes		interface	generalUI	skillGuide
Ruby-tipped crossbow bolts <Num0> cosmic + <Num1> fire + <Num2> blood rune		interface	generalUI	skillGuide
Diamond-tipped crossbow bolts <Num0> cosmic + <Num1> earth + <Num2> law runes		interface	generalUI	skillGuide
Dragonstone-tipped crossbow bolts <Num0> cosmic + <Num1> earth + <Num2> soul rune		interface	generalUI	skillGuide
Onyx-tipped crossbow bolts <Num0> cosmic + <Num1> fire + <Num2> death rune		interface	generalUI	skillGuide
Members: Battlestaves (with <Num0> Attack)	Tagoknak: Battlestaves (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Bryophyta's staff (with <Num0> Attack)	Bryophyta's staff (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Mystic staves (with <Num0> Attack)	Tagoknak: Mystic staves (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Beginner wand	Tagoknak: Beginner wand	interface	generalUI	skillGuide
Members: Apprentice wand	Tagoknak: Apprentice wand	interface	generalUI	skillGuide
Members: Ancient staff (requires Desert Treasure I and <Num0> Attack)	Tagoknak: Ancient staff (Desert Treasure I és <Num0> Attack szükséges)	interface	generalUI	skillGuide
Members: Slayer's staff (with <Num0> Slayer)	Tagoknak: Slayer's staff (<Num0> Slayer szinttel)	interface	generalUI	skillGuide
Members: Bone staff	Tagoknak: Bone staff	interface	generalUI	skillGuide
Members: Teacher wand	Tagoknak: Teacher wand	interface	generalUI	skillGuide
Members: Master wand	Tagoknak: Master wand	interface	generalUI	skillGuide
Members: Thammaron's Sceptre	Tagoknak: Thammaron's Sceptre	interface	generalUI	skillGuide
Members: God staves (requires Mage Arena I)	Tagoknak: God staves (Mage Arena I szükséges)	interface	generalUI	skillGuide
Members: TokTz-Mej-Tal (with <Num0> Attack)	Tagoknak: TokTz-Mej-Tal (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Warped sceptre	Tagoknak: Warped sceptre	interface	generalUI	skillGuide
Members: <Num0>rd age wand	Tagoknak: <Num0>rd age wand	interface	generalUI	skillGuide
Members: Dragon hunter wand	Tagoknak: Dragon hunter wand	interface	generalUI	skillGuide
Members: Ahrim's staff (with <Num0> Attack)	Tagoknak: Ahrim's staff (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Ancient sceptre (requires Secrets of the North, <Num0> Attack and <Num1> Strength)	Tagoknak: Ancient sceptre (Secrets of the North, <Num0> Attack and <Num1> Strength szükséges)	interface	generalUI	skillGuide
Members: Accursed Sceptre	Tagoknak: Accursed Sceptre	interface	generalUI	skillGuide
Members: Nightmare Staff (without orb) (with <Num0> Hitpoints)	Tagoknak: Nightmare Staff (without orb) (<Num0> Hitpoints szinttel)	interface	generalUI	skillGuide
Members: Staff of the Dead (with <Num0> Attack)	Tagoknak: Staff of the Dead (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Upgraded Ancient Sceptre (requires Desert Treasure II, <Num0> Attack and <Num1> Strength)	Tagoknak: Upgraded Ancient Sceptre (Desert Treasure II, <Num0> Attack and <Num1> Strength szükséges)	interface	generalUI	skillGuide
Members: Staff of Light (with <Num0> Attack)	Tagoknak: Staff of Light (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Staff of Balance (with <Num0> Attack)	Tagoknak: Staff of Balance (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Trident of the Seas	Tagoknak: Trident of the Seas	interface	generalUI	skillGuide
Members: Slayer's staff (e) (with <Num0> Slayer)	Tagoknak: Slayer's staff (e) (<Num0> Slayer szinttel)	interface	generalUI	skillGuide
Members: Frostmoon Spear (with <Num0> Attack)	Tagoknak: Frostmoon Spear (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Purging staff (with <Num0> Attack)	Tagoknak: Purging staff (<Num0> Attack szinttel)	interface	generalUI	skillGuide
Members: Trident of the Swamp	Tagoknak: Trident of the Swamp	interface	generalUI	skillGuide
Members: Kodai Wand	Tagoknak: Kodai Wand	interface	generalUI	skillGuide
Members: Sanguinesti staff	Tagoknak: Sanguinesti staff	interface	generalUI	skillGuide
Members: Nightmare Staff (with orb) (with <Num0> Hitpoints)	Tagoknak: Nightmare Staff (with orb) (<Num0> Hitpoints szinttel)	interface	generalUI	skillGuide
Members: Tumeken's Shadow	Tagoknak: Tumeken's Shadow	interface	generalUI	skillGuide
Tome of Water	Tome of Water	interface	generalUI	skillGuide
Tome of Earth	Tome of Earth	interface	generalUI	skillGuide
Tome of Fire	Tome of Fire	interface	generalUI	skillGuide
Make Ancient Wyvern shield	Make Ancient Wyvern shield	interface	generalUI	skillGuide
Wield Ancient Wyvern shield (with <Num0> Defence)	Wield Ancient Wyvern shield (<Num0> Defence szinttel)	interface	generalUI	skillGuide
Elidinis' Ward (with <Num0> Prayer and <Num1> Defence)	Elidinis' Ward (<Num0> Prayer és <Num1> Defence szinttel)	interface	generalUI	skillGuide
Fletching	Nyílkészítés	interface	generalUI	skillGuide
Arrows - Members Only	Arrows – Csak tagoknak	interface	generalUI	skillGuide
<Num0> Arrow shafts (Logs)	<Num0> nyílvessző nyél (Logs)	interface	generalUI	skillGuide
Bronze arrows	Bronze arrows	interface	generalUI	skillGuide
Bronze 'brutal' arrows	Bronze 'brutal' arrows	interface	generalUI	skillGuide
<Num0> Arrow shafts (Oak logs)	<Num0> nyílvessző nyél (Oak rönk)	interface	generalUI	skillGuide
Iron arrows	Iron arrows	interface	generalUI	skillGuide
Iron 'brutal' arrows	Iron 'brutal' arrows	interface	generalUI	skillGuide
<Num0> Arrow shafts (Willow logs)	<Num0> nyílvessző nyél (Willow rönk)	interface	generalUI	skillGuide
Steel arrows	Steel arrows	interface	generalUI	skillGuide
Steel 'brutal' arrows	Steel 'brutal' arrows	interface	generalUI	skillGuide
Black 'brutal' arrows	Black 'brutal' arrows	interface	generalUI	skillGuide
<Num0> Arrow shafts (Maple logs)	<Num0> nyílvessző nyél (Maple rönk)	interface	generalUI	skillGuide
Mithril arrows	Mithril arrows	interface	generalUI	skillGuide
Mithril 'brutal' arrows	Mithril 'brutal' arrows	interface	generalUI	skillGuide
Broad arrows	Broad arrows	interface	generalUI	skillGuide
<Num0> Arrow shafts (Yew logs)	<Num0> nyílvessző nyél (Yew rönk)	interface	generalUI	skillGuide
Adamant arrows	Adamant arrows	interface	generalUI	skillGuide
Adamant 'brutal' arrows	Adamant 'brutal' arrows	interface	generalUI	skillGuide
<Num0> Arrow shafts (Magic logs)	<Num0> nyílvessző nyél (Magic rönk)	interface	generalUI	skillGuide
Rune arrows	Rune arrows	interface	generalUI	skillGuide
Rune 'brutal' arrows	Rune 'brutal' arrows	interface	generalUI	skillGuide
Amethyst arrows	Amethyst arrows	interface	generalUI	skillGuide
<Num0> Arrow shafts (Redwood logs)	<Num0> nyílvessző nyél (Redwood rönk)	interface	generalUI	skillGuide
Dragon arrows	Dragon arrows	interface	generalUI	skillGuide
Arrows	Arrows	interface	generalUI	skillGuide
Darts	Darts	interface	generalUI	skillGuide
Javelins	Javelins	interface	generalUI	skillGuide
Bows - Members Only	Bows – Csak tagoknak	interface	generalUI	skillGuide
Shortbows	Shortbows	interface	generalUI	skillGuide
Longbows	Longbows	interface	generalUI	skillGuide
Oak shortbows	Oak shortbows	interface	generalUI	skillGuide
Oak longbows	Oak longbows	interface	generalUI	skillGuide
Ogre composite bows	Ogre composite bows	interface	generalUI	skillGuide
Bone shortbow	Bone shortbow	interface	generalUI	skillGuide
Willow shortbows	Willow shortbows	interface	generalUI	skillGuide
Willow longbows	Willow longbows	interface	generalUI	skillGuide
Maple shortbows	Maple shortbows	interface	generalUI	skillGuide
Maple longbows	Maple longbows	interface	generalUI	skillGuide
Yew shortbows	Yew shortbows	interface	generalUI	skillGuide
Yew longbows	Yew longbows	interface	generalUI	skillGuide
Scorching bows	Scorching bows	interface	generalUI	skillGuide
Magic shortbows	Magic shortbows	interface	generalUI	skillGuide
Magic longbows	Magic longbows	interface	generalUI	skillGuide
Webweaver bow	Webweaver bow	interface	generalUI	skillGuide
Bronze bolts	Bronze bolts	interface	generalUI	skillGuide
Opal-tipped bronze bolts	Opal-tipped bronze bolts	interface	generalUI	skillGuide
Blurite bolts (after Knight's Sword quest)	Blurite bolts (after Knight's Sword quest)	interface	generalUI	skillGuide
Jade-tipped blurite bolts	Jade-tipped blurite bolts	interface	generalUI	skillGuide
Kebbit-tipped hunting bolts	Kebbit-tipped hunting bolts	interface	generalUI	skillGuide
Iron bolts	Iron bolts	interface	generalUI	skillGuide
Pearl-tipped iron bolts	Pearl-tipped iron bolts	interface	generalUI	skillGuide
Long kebbit-tipped hunting bolts	Long kebbit-tipped hunting bolts	interface	generalUI	skillGuide
Silver bolts	Silver bolts	interface	generalUI	skillGuide
Steel bolts	Steel bolts	interface	generalUI	skillGuide
Red topaz-tipped steel bolts	Red topaz-tipped steel bolts	interface	generalUI	skillGuide
Barbed-tipped bolts	Barbed-tipped bolts	interface	generalUI	skillGuide
Mithril bolts	Mithril bolts	interface	generalUI	skillGuide
Broad bolts	Broad bolts	interface	generalUI	skillGuide
Sapphire-tipped mithril bolts	Sapphire-tipped mithril bolts	interface	generalUI	skillGuide
Emerald-tipped mithril bolts	Emerald-tipped mithril bolts	interface	generalUI	skillGuide
Mithril grapple-tipped bolts	Mithril grapple-tipped bolts	interface	generalUI	skillGuide
